system_name,station_name
Dulos,Smith Port
Dulos,Regiomontanus Vision
Dulos,Saunders City
Dulos,Bohnhoff Dock
Dulos,Asire Vision
Dumnites,Chernykh Installation
Durojin,Lavrador Platform
Durojin,Panshin Enterprise
Duwali,Scalzi's Folly
Duwaredari,Scott Dock
Duwaredari,Garrett Dock
Duwaredari,Gehrels Refinery
Dvorotri,Lovell Colony
Dvorotri,Khan Settlement
Dvorotri,Lyell's Progress
Dvorsi,Chernykh Ring
Dvorsi,Fowler Orbital
Dvorsi,Qureshi Vision
Dvoruba,Whitworth Dock
Dvoruba,Snyder Settlement
Dyavareldi,Hill Plant
Dyavareldi,Mohr Prospect
Dyavata,Massimino Plant
Dyavata,Landsteiner Works
Dyindumasci,Bernoulli Hub
Dyindumasci,Cole Terminal
Dyr,Archambault Port
Dzacab,Weber Works
Dzacani,Berkey Vision
Dziewong Bo,Patterson's Inheritance
Ebana,Caillie Hub
Ebana,Biggle Dock
Ebana,Baudin Enterprise
Ebandii,Ohain Installation
Ebanji,Fernandez Works
Ebisu,Roggeveen Installation
Ebor,Santarem's Folly
Eburnakura,Koontz's Inheritance
Edanditis,Wisoff Port
Edanditis,Nelson Terminal
Edanditis,Euclid Hub
Edenapel,Sleator Port
Edenapel,Fuchs Port
Edenapel,Hennepin Station
Edenapel,Lowry City
Edenapel,Womack Hub
Edenapel,Kessel Hub
Edenapel,Meyrink Station
Edenapel,Schilling Terminal
Edenapel,Williams Prospect
Edin,Viehbock Dock
Edinia,Tiptree Plant
Edinifex,Velazquez Hub
Edinura,Anthony's Progress
Eea,Shriver Settlement
Eea,Bell Colony
Efnisei,Stephens Landing
Egeria,Wyeth Station
EGGR 431,Weston Terminal
EGM 823,Cabral Terminal
EGM 823,Velho Terminal
EGM 823,Macan Dock
Egunnlod,Carpini Prospect
Ehlangai,Sekowski Station
Ehlangai,Slusser Station
Ehlangai,Bulgarin Orbital
Ehlauneti,O'Brien's Progress
Eitha Di,Sadi Carnot Terminal
Eitha Di,Ramon Plant
Eitha Di,Alvares Plant
Eitha Di,Henslow Terminal
Ejagalki,Arkwright Base
Ekibiogaia,Serrao Holdings
Ekibiogaia,Cixin Station
Ekoimudji,de Kamp Station
Ekoimudji,Hadid Hub
Ekoimunggu,Larbalestier Camp
Ekoimurt,Bouwens Vision
Ekoimurt,Couper Orbital
Ekondhri,Allen Gateway
Ekonir,Morey Vision
Ekonir,Kubasov Orbital
Ekuru,Dana Platform
Ekuru,Titov Vision
Ekuru,Lounge Holdings
El,Titov Station
El Tio,Kludze Dock
Elaba,Shklovsky Terminal
Elaba,Hollander Hangar
Eledolyaks,Kimberlin Ring
Eledolyaks,Herreshoff Orbital
Eledolyaks,Fraser Platform
Eleges,Miller Installation
Eleumo,Grigorovich Hub
Eleumo,Gurney Terminal
Eleumo,Villarceau Installation
Eleumo,Gray Base
Elli,Meikle Terminal
Elli,Ramelli Enterprise
Elli,Wright City
Elli,Baydukov Depot
Ellri,Padalka Ring
Ellri,Johnson City
Ellri,Hahn Enterprise
Elska,Qurra Dock
Eluscap,Jeschke Hub
Eluscap,Crown Terminal
Eluscap,Drake City
Eluscap,Fernandez Prospect
Elusughna,Waldrop City
Elusughna,Hausdorff City
Emblannovii,King Landing
Eme,Pausch City
Eme,Lazutkin Settlement
Eme,Cabana Hub
Enayex,Watt Port
Enbilulu,Born Station
Endin,Sheffield Prospect
Enek,Chios Depot
Enet,Korolyov Orbital
Enet,Melia Orbital
Enetet,Grissom Vision
Enetet,Meikle Holdings
Enets,Goeppert-Mayer Landing
Englar,Serre Terminal
Englar,Ayerdhal Settlement
Ennead,Blaha Hub
Ennead,Gohar Hub
Ennead,Ivanchenkov Hub
Ennead,Laplace Port
Ennead,Resnik Station
Ensoreus,Sommerfeld City
Ensoreus,Ivanov Station
Ensoreus,Bacon Station
Ensoreus,Slayton Orbital
Ensoreus,Terry Works
Eos,Bloomfield Orbital
Eotienses,Parkinson Dock
Eotienses,Kaufmanis Port
Eotienses,Westphal Port
Eotienses,Delporte Dock
Eotienses,Roe Dock
Eotienses,Peltier Dock
Eotienses,Petlyakov City
Eotienses,Ritchey Port
Eotienses,Stein's Folly
Eoto,Ehrlich Platform
Eoto,Onizuka Depot
EP Eridani,Godwin Ring
EP Eridani,Virchow Orbital
EP Eridani,Tito Terminal
EP Eridani,Atiyah Plant
Epoma,McKean's Progress
Epomana,Leestma Lab
Epomana,Cousin Settlement
Epsilon Cygni,Grant Terminal
Epsilon Cygni,Zebrowski Hub
Epsilon Cygni,Rubruck Orbital
Epsilon Fornacis,Houtman Terminal
Epsilon Monocerotis,Sherrington Dock
Epsilon Monocerotis,Stafford Refinery
Epsilon Monocerotis,Rozhdestvensky Point
Epsilon Scorpii,Ingstad's Progress
Epsilon Scorpii,Kier Lab
Epsilon Serpentis,Kimbrough Orbital
Epsilon Serpentis,Delbruck Orbital
Epsilon-2 Arae,Hartlib Orbital
EQ Pegasi,Merbold Ring
EQ Pegasi,Blaha Enterprise
EQ Pegasi,Napier Hub
EQ Pegasi,Zindell Vista
EQ Pegasi,Fuchs Base
Er Tcher,Drake Estate
Eranin,Eranin 4 Survey
Eranin,Bordage Works
Eravapa,Bohr Orbital
Eravapa,Kandrup Station
Eravapa,Janifer Plant
Eravarenth,Celsius Terminal
Eravians,Thuot Gateway
Eravians,Godwin Orbital
Eravians,Borlaug Ring
Eravians,Le Guin Prospect
Erio,Babakin Hub
Erio,Johri Gateway
Erio,Schaumasse Prospect
Erio,Spassky Landing
Erivia,Cottenot Hub
Erivia,Stevenson City
Erivia,Norton Survey
Erlik,Reynolds Terminal
Ernueken,Bykovsky Landing
Ernun,Holberg Landing
Ernutef,Ross Installation
Ernutef,Sohl Port
Ernutet,Belyanin Settlement
Esautas,Levchenko Settlement
Esautas,Vishweswarayya Plant
Esautas,Sheffield Enterprise
Ese Aibe,Baffin Penal colony
Ese Buj,Szentmartony Landing
Esien Ming,Thomas Works
Eskimori,Crook Station
Eskimori,Bering Port
Eskimori,Boole Ring
Eskite,Truman Hub
Eskite,Paola Port
Estae,Cogswell Dock
Estae,Maddox Dock
Estae,Mitchell Colony
Esumasci,Kinsey Vision
Esumindii,Nourse City
Esuvit,Filter Beacon
Eta Cephei,Reilly Plant
Eta Corvi,Williams Hub
Eta Corvi,Henslow City
Eta Crucis,Piserchia's Folly
Eta Indi,Glidden Terminal
Eta Indi,Hornby Dock
Eta Indi,Kuo Terminal
Eta Leporis,Moran Station
Eta Leporis,Nachtigal City
Eta Scorpii,Hardwick Ring
Etain,Levi-Montalcini City
Etain,Berliner Refinery
Ethere,Eyharts Platform
Ethere,Meade Plant
Ethet,Morgan Installation
Etmanei,Ellis Station
Etmang,Onnes Installation
Etmang,Evans Colony
Euboa,Gauss Port
Euboa,Kadenyuk Hub
Euboa,Foreman Orbital
Euboa,Ledyard Holdings
Eulexia,Noon Base
Euripus,Blalock Horizons
Euryale,Gantt Enterprise
Evejitaense,Champlain Base
Evejitaka,Martinez Terminal
Evena,Shaver Terminal
Evenses,McHugh Terminal
Eventiensi,Simmons Dock
Evergreen,Forsskal Hub
Evergreen,Kazantsev Ring
Evergreen,McCaffrey Enterprise
Evnike,Burstein Port
Evnike,Ings Station
Evnisei,Yamamoto Orbital
Evnisei,Plaskett Terminal
Evnisei,Sweet Enterprise
Ewah,Newton City
Ewah,Smith Port
Ewah,Viktorenko City
Ewahu,Mizuno Beacon
Ewambutsu,Scotti Vision
Ewenks,Davis Platform
Ewenks,Kepler Prospect
Excessis,Fiennes Enterprise
EZ Aquarii,Magnus Gateway
EZ Aquarii,Sanger Settlement
Ezerno,Thompson Terminal
Facece,VanderMeer Installation
Fafnisei,Pennington Beacon
Falisci,Phillips Landing
Fan Kui,Ferguson Beacon
Fan Wen,O'Donnell Plant
Fang,Morris Depot
Farack,Regiomontanus' Pride
Faroahy,Fraley Horizons
Faroahy,Lichtenberg City
Faroahy,Makarov Landing
Fasti,Gaffney Installation
Fates,Lyakhov Dock
FAUST 2688,Lousma Orbital
FAUST 68,Slipher Hub
Fei Zu,Gilliland Station
Fei Zu,Lasswitz Vision
Feige 22,Allen Gateway
Feige 22,Atkov Settlement
Feige 22,Buckland Gateway
Feng Tanga,Weaver Port
Feng Tanga,Daqing Port
Feng Tanga,Cook Landing
Fengai,Tem Orbital
Fengai,Poincare Prospect
Fengalufon,Nansen Colony
Fengalufon,Vinge's Pride
Fetill,Huygens City
Fetill,Watson Orbital
Fetill,Hopkins Settlement
FF Andromedae,Isherwood Works
Fiden,Frobenius Base
Fidenef,Hyecho Colony
Fidenef,Roddenberry Landing
Fidenses,Dhawan Installation
Fimbulwinter,Shatalov Landing
Fincien,Besonders Prospect
Findalibila,Grassmann Station
Findalibila,Zajdel Holdings
Findja,Seyfert Installation
Findja,Horrocks Terminal
Finepatis,Utley Installation
Finepatis,Davidson Platform
Fintamans,Walker Orbital
Fintamans,Sekelj Ring
Fintamans,Bates' Progress
Fintamans,Scalzi Installation
Finteno,Kolmogorov Station
Finteno,Lewis Base
Fionn,Currie Enterprise
Fionn,Burnell Terminal
Fionn,Kondakova Ring
Firboleche,Reightler Terminal
Firboleche,Metcalf Camp
Firbon,Ferguson Platform
Firbon,Vinci Works
Firdaus,Bernoulli Hangar
Firdaus,Robert Aitken Orbital
Firdaus,Lynn Terminal
Firen,Reightler Terminal
Fjorgyn,Harper Plant
Fjorgyn,Humphreys Orbital
FK Aquarii,Bowersox Station
FK Aquarii,Hurley City
FK Aquarii,Anders Hub
FK Aquarii,Butz Installation
Flechti,Rutherford Refinery
Flechti,Mastracchio Refinery
Flechti,Nikitin Refinery
Flectes,Mandel's Inheritance
Flousop,Bosch Hangar
Flousop,Irvin Refinery
Flousop,Salk Hub
Flousop,Slade Base
Folna,Patsayev City
Folna,Anderson Station
Folna,Faris Orbital
Folna,Smith Terminal
Folna,Vela Station
Folna,Furukawa Dock
Fong Wang,Schachner Dock
Fong Wang,Polya Station
Fong Wang,Volterra Hub
Fong Wang,Wheelock Terminal
Fongzi,Gessi Prospect
Fongzi,Zelazny Port
Fongzi,Asire Enterprise
Fongzi,Sekelj Works
Formod,MacLeod Penal colony
Formorians,Archambault Installation
Fotla,Penzias Dock
Fotla,Ayers Orbital
Fousang,Akers Orbital
Fousang,Midgley City
Fousang,Nakaya Terminal
Frendan,Adams Dock
Frendan,Kandel Dock
Frendian,Santos Installation
Frendian,Zebrowski Prospect
Freng,Bear City
Freng,Werber Orbital
Frenis,Hendel Settlement
Freyan,Haro Orbital
Frigga,Bombelli Co-operative
Frigga,Henson Ring
Frigga,Danvers Holdings
Friggi,Bates Holdings
Friggi,Donaldson Plant
Friggirawi,Ivanishin Platform
Frigur,Barba Hub
Frigur,Illy Landing
Frigur,Dickson Settlement
Frigur,Gaultier de Varennes Base
Frog,Kroehl Lab
FT Ceti,Greenland City
Fu Haiting,Bachman Depot
Fu Haras,King Vision
Fu Huangaa,White Depot
Fu Xianses,Hudson Refinery
Fuamne,Coelho Colony
Fuamne,Corte-Real Settlement
Fuamnoni,Patry Holdings
Fuamnoni,Lloyd Wright Port
Fugen Nones,Titius Station
Fugen Nones,Zander Colony
Fugen Nones,Nylund Plant
Fugen Nones,Brooks Settlement
Fular,Kotov Orbital
Fular,MacLean Horizons
Fulastobo,Stross Landing
Fullich,Viete Platform
Furbaide,Cook Terminal
Furbaide,Effinger Port
Furuhjelm I-645,Gidzenko Ring
Furuhjelm III-674,Tshang City
Furuhjelm III-674,Barnes Hub
Furuhjelm III-674,Fadlan Port
Furuhjelm III-674,Knight Plant
Furuhjelm III-674,Scalzi Base
Fusang,Cleve Vision
Futes,Burkin Installation
Futes,Effinger Prospect
Futhorc,Neujmin Hub
Futhorc,Acquired Taste Orbital
Fyrly,Buckey Settlement
Fyrly,Herschel City
G 108-26,Ejeta Colony
G 109-55,Schlegel City
G 109-55,Adams Landing
G 109-55,Crown Holdings
G 113-20,Ansari Hangar
G 113-20,Carson Settlement
G 121-8,Spielberg Dock
G 121-8,Nylund Horizons
G 122-60,Watts Enterprise
G 122-60,Vancouver Gateway
G 122-60,Low Hub
G 123-16,Mieville Holdings
G 123-7,Rubruck Refinery
G 125-30,Popov Installation
G 126-31,Dobrovolski Ring
G 138-40,Leonov Dock
G 138-40,Herrington Station
G 138-40,Thorne Hub
G 139-21,Bixby Port
G 139-21,Stith Port
G 139-21,Bethke Ring
G 139-3,O'Connor Dock
G 139-3,Marshburn Hub
G 139-3,Swanson Plant
G 139-50,Filipchenko City
G 139-50,Schweickart Holdings
G 139-50,Schweinfurth Platform
G 140-9,Anning Platform
G 140-9,Chomsky Landing
G 140-9,Artsebarsky Port
G 140-9,Hasse Holdings
G 141-21,Crick Vision
G 141-21,Cousteau Beacon
G 14-6,Knipling Refinery
G 14-6,Humboldt Dock
G 165-13,Hausdorff Station
G 165-13,Naddoddur Platform
G 166-21,Lagrange Dock
G 166-21,Bokeili Dock
G 172-13,Kadenyuk Terminal
G 172-13,Ryazanski Refinery
G 175-42,Werber Platform
G 180-18,Vizcaino Beacon
G 180-18,Krylov Installation
G 181-6,Polansky Enterprise
G 181-6,Pavlov Hub
G 181-6,Scheutz Hub
G 188-9,Gubarev City
G 188-9,Tanner Dock
G 190-28,Guidoni Dock
G 190-28,Townshend Enterprise
G 190-28,Kooi Gateway
G 205-47,Babcock Base
G 218-5,Cooper Platform
G 218-5,Tani Orbital
G 232-62,Borman Station
G 232-62,Halley Installation
G 250-34,Porges Horizons
G 250-34,Macan Hub
G 250-34,Martin Ring
G 250-34,Kozin Beacon
G 267-24,Vogel Hub
G 267-24,Beer Dock
G 267-24,Shunkai Port
G 267-24,Schiltberger Prospect
G 267-24,Szameit Works
G 268-47,Archambault Hub
G 268-47,Dyson Ring
G 268-47,Landsteiner Orbital
G 268-47,Speke Enterprise
G 30-26,Lopez de Haro's Folly
G 35-15,Weitz's Folly
G 35-15,Payette Landing
G 5-32,Kovalyonok Landing
G 5-32,Andreas Hangar
G 5-32,Halsell Orbital
G 59-7,Drake Plant
G 59-7,Lagrange City
G 65-9,Strzelecki's Progress
G 83-13,Schrodinger Dock
G 83-13,Bohm City
G 83-13,Burbank Dock
G 83-13,Pawelczyk Port
G 83-13,Agnesi City
G 83-13,Carr Port
G 83-13,Nagel City
G 85-12,Garn Colony
G 85-12,Bhabha City
G 87-16,Clayton Port
G 87-16,Elvstrom City
G 87-16,MacLean Port
G 87-16,Ostrander Station
G 87-16,Belyanin Orbital
G 87-16,Henderson Dock
G 87-16,Brackett Orbital
G 87-16,Seega Installation
G 87-16,Liouville Gateway
G 89-32,Conrad Holdings
G 89-32,Hopper Vision
G 97-54,Aksyonov Terminal
G 97-54,Kekule Hub
G 99-49,Linnaeus Station
G 99-49,Willis Landing
G Scorpii,Roberts Ring
G Scorpii,Wolfe Hub
G Scorpii,Flint City
G146-60,Lee Hub
G146-60,Greenleaf Co-operative
G146-60,Pellegrino Landing
Ga Gaun,Taine Holdings
Ga Gu,Fernandes Dock
Ga Ohkambo,Bernoulli Base
Ga Okya,Eisinga Settlement
Ga Okya,Schroter Vision
Ga'anjob'al,Wellman Station
Ga'anjob'al,Acaba Dock
Gabjaujini,Laing Terminal
Gabjaujini,Rothman Landing
Gabjaujini,Carleson Enterprise
Gabraceni,Patterson Terminal
Gabrani,Fung Landing
Gabrani,Mohri Settlement
Gabrani,Janifer Base
Gabriges,Forest Landing
Gabriges,Smith Settlement
Gadjali,Hughes Port
Gakia,Khan Dock
Gakimo,Teng-hui Installation
Gakimo,Williams Settlement
Gakiutl,Bykovsky Orbital
Galapana,Diesel Station
Galapana,Vinci Enterprise
Galapana,Overmyer Hub
Gali,Kregel Hub
Gali,Serebrov Hub
Gali,Ostwald Station
Gali,Nakaya Hub
Gali,Kaleri Terminal
Gali,Patsayev Dock
Galitini,Stillman Estate
Galitini,Wafer Outpost
Gallaecian,Oxley's Folly
Gallaecian,Kolmogorov Platform
Gallauni,Alexandria Station
Gallauni,Charlier Hub
Gallauni,Powell Installation
Gallavs,Scott Hub
Gallavs,Haller Platform
Gally Bese,Nagata Vision
Galouri,Bahcall Horizons
Galti,Georg Bothe Gateway
Galti,Lawson Dock
Galti,McNair Dock
Gamahine,Arber Landing
Gamatcho,Fabian Hub
Gamatcho,Baird Port
Gamatcho,Marusek Prospect
Gambara,Tarelkin Ring
Gambara,Qureshi Gateway
Gambara,Chadwick Orbital
Gamma Coronae Austrinae,Linteris Port
Gamma Coronae Austrinae,Shuttleworth Hub
Gamma Doradus,Wang City
Gamma Mensae,Koch Installation
Gamma Mensae,Amnuel's Progress
Gamma Mensae,Brahe Enterprise
Gamma Phoenicis,Schroeder Prospect
Gandagetu,Leinster Holdings
Gandhs,Sucharitkul's Progress
Gandin,Hassanein Plant
Gandui,Regiomontanus Ring
Gandui,Dixon Dock
Gandui,Lopez-Garcia Gateway
Gandui,Kuttner Settlement
Gandvik,Ordway Settlement
Gandza,Tesla Dock
Gandza,Rominger Ring
Gango,Euclid Platform
Gangu,McQuay Colony
Gangu,Atwood Orbital
Ganiyan,Bretnor Port
Ganiyan,Herreshoff Terminal
Ganiyan,Erikson Dock
Ganiyan,Crowley Works
Gaoh,Kapp Holdings
Gaoshe,Potrykus Horizons
Gaoshe,Carrier Plant
Garama,Maire Refinery
Garanji,Prunariu Colony
Garanji,Volta Point
Garib,Whitney City
Garib,Junlong Platform
Garib,Caillie Settlement
Garitio,Lindstrand Settlement
Garitio,Hevelius Port
Garongxians,Haldeman Terminal
Garrinbatz,Tiptree Beacon
Garuna,Yegorov Port
Garuna,Otiman Prospect
Garup,Citi Port
Garuttii,Ramelli Terminal
Garuttii,Song Vision
GAT 2,Thompson Vision
Gateway,New Chernobyl
Gateway,Kirtley Dock
Gateway,Wicca Town
Gateway,Fancher Dock
Gateway,Barbosa Lab
Gato,Stebler Landing
Gatoborod,Williams Refinery
Gatolla,Tanner Orbital
Gatolla,Virts Gateway
Gatolla,Eratosthenes Gateway
Gatolla,Malaspina Holdings
Gaula Wu,Friedman Works
Gautama,Blaylock Dock
Gautama,Kennicott Holdings
Gautas,Levy Dock
Gautas,Mourelle Port
Gautas,Hoshi Enterprise
Gautas,Bates Vision
Gbekree,Hurley Dock
Gbekree,Kendrick Plant
Gciriko,Iqbal Installation
Gciriko,Kroehl Landing
Gciriko,d'Eyncourt Landing
GCRV 1568,Kube-McDowell Base
GCRV 2743,Chiao City
GCRV 2743,Cormack Dock
GCRV 2743,Readdy Hub
GCRV 2743,Carson Port
GCRV 3034,Foreman Orbital
GCRV 376,Ing Hub
GCRV 376,Tarski Station
GCRV 3791,Coleman Hub
GCRV 3791,Meikle Gateway
GCRV 4259,Puleston City
GCRV 4654,Herzfeld Landing
GCRV 52424,Bombelli Prospect
GCRV 52424,Williams Settlement
GCRV 54903,Morgan Freeport
GCRV 61007,Ohm Dock
GCRV 61007,Berners-Lee Orbital
GCRV 61007,Bobko Station
GCRV 61377,Mallett Port
GCRV 61377,Rolland Hub
GCRV 61377,Godwin Hub
GCRV 62586,Ing Station
GCRV 62586,Peary Hangar
GCRV 65988,Treshchov Hub
GD 140,Newton Hub
GD 140,Anning Orbital
GD 140,Levi-Montalcini Port
GD 140,Viehbock Dock
GD 175,Wegener Terminal
GD 175,Rutherford Ring
GD 215,Faraday Orbital
GD 219,McKee Ring
GD 319,Bose Landing
GD 319,Melnick Settlement
Ge,Evangelisti Enterprise
Geawen,Wnuk-Lipinski Landing
Geawenki,Knapp Vision
Geawetes,Saberhagen Refinery
Geb,Ellison Dock
Geb,Bryusov Orbital
Gebel,van de Sande Bakhuyzen Station
Gebel,Theodorsen Station
Gebel,Riess Hub
Gebel,Robert Dock
Gebel,Michell Port
Gebel,Richer Vision
Gebel,Youll Hub
Gebel,Xin Port
Gebel,Soper Beacon
Geidjaramo,Rzeppa City
Geidjaramo,Gauss Platform
Geidmara,Ferguson Dock
Geidmara,Harawi Hub
Geidmara,Potez Station
Geidubiabos,Blaha Orbital
Geidubiabos,Ross Refinery
Gendalla,Clervoy City
Gendalla,Garay Port
Gendalla,Ivins City
Gende,Baliunas Hub
Gendens,Arai Refinery
Gendens,Barbosa Installation
Genderi,Sargent Terminal
Genderi,Kennicott Orbital
Genderi,Webb Orbital
Genderi,Manning Port
Genderi,Spielberg Installation
Gendini,Chu Hub
Gendini,Bell Terminal
Gendini,Spring Prospect
Geras,Yurchikhin Port
Geras,Kondratyev Port
Geras,Sadi Carnot Dock
Gerdhr,Young Terminal
Gerdhr,Auld Hangar
Gertrud,Walker Ring
Gertsic,Tilley Plant
Ghede,Laval Colony
Ghede,Al Saud Vision
Ghekree,Parazynski Settlement
Ghekree,Kubasov's Inheritance
Ghimbo,Geston Prospect
Ghimr,Kingsmill Hub
Ghimr,Santos Prospect
Ghimr,Joule Installation
Ghimr,Griffith Installation
Giabaing,Stephan Enterprise
Gigal,Sitterly Holdings
Gigaliep,Weston Dock
Gigaliep,Debye Dock
Gigaliep,Margulis Enterprise
Giguara,Tevis City
Giguara,Neff Port
Giguara,Samos Port
Giguara,Atiyah Dock
Gilgamesh,Moffitt City
Gilgamesh,Mallett Hub
Gilgamesh,Macan Orbital
Gilgamesh,Clarke Terminal
Gilgamesh,Leichhardt Dock
Gilgamesh,Perez Terminal
Gilgamesh,Scalzi Dock
Gilgamesh,Daniel Terminal
Gilya,Bell Orbital
Gilya,Kendrick Enterprise
Ginnari,Knight Holdings
Ginnari,Wang Depot
Girawa,Hardy Refinery
Girya Gu,Pierce City
Giryampi,Cottenot Terminal
Giryampi,Whipple Terminal
Gkutat,Martin Hangar
Gl 606.1 B,Ohm Horizons
Gl 606.1 B,Harvey Ring
Gl 606.1 B,Stefanyshyn-Piper Terminal
Gladutjin,Chadwick Port
Gladutjin,Serebrov Dock
Gladutjin,Lounge Hub
Gladyak,Anthony Terminal
Gladyak,Holdstock Orbital
Gladyak,Houtman Colony
Gladyak,Collins Plant
Gladyangar,Boodt Base
Glaucus,Knapp Terminal
Gletine,Flammarion Station
Gletine,Alphonsi Colony
Gliese 113.1,Elvstrom Depot
Gliese 1272,Bao Dock
Gliese 1272,Maler Station
Gliese 1272,Doyle Works
Gliese 1272,Gregory Enterprise
Gliese 1272,Mitropoulos Prospect
Gliese 182.1,Schmidt Hub
Gliese 2084,Feynman Dock
Gliese 3318,Wafer Colony
Gliese 3857,Boyle Hub
Gliese 3944,Watson Landing
Gliese 3944,Dyson Terminal
Gliese 563.1,Brand Enterprise
Gliese 563.1,Matteucci Ring
Gliese 577,Quimper Landing
Gliese 577,Wyndham Refinery
Gliese 58,Roth Station
Gliese 58,Orbik Ring
Gliese 58,Baillaud Dock
Gliese 58,Delaunay Orbital
Gliese 58,Maunder's Folly
Gliese 599.1,Daniel Station
Gliese 599.1,Arnarson Hub
Gliese 599.1,Lessing City
Gliese 668.1,Rice Beacon
Gliese 724.2,Finlay-Freundlich Prospect
Gliese 765.3,Ham City
Gliese 765.3,Czerny Port
Gliese 867.1,Holdstock Station
Gliese 867.1,Griffin Station
Gliese 867.1,Saunders Hub
Gliese 867.1,Sohl Station
Gliese 867.1,Friesner Port
Gliese 867.1,Holberg Hub
Gliese 867.1,Flinders Dock
Gliese 867.1,Barnes City
Gliese 868,Hannu Works
Gliese 875,Soddy Settlement
Gliese 875,Wilson Hangar
Gliese 900.1,Anderson's Progress
Gliese 9029,Krenkel Refinery
Gliese 9086,Lewis Landing
Gliese 9143,Anderson Port
Gliese 9224,Melnick Installation
Gliese 9224,Cheli Refinery
Gliese 9239,Bretnor Terminal
Gliese 9239,Benford Horizons
Gliese 9312,Wingqvist Plant
Gliese 9378 B,Malyshev Ring
Gliese 9378 B,Nicollier Hub
Gliese 9392,Mallory's Folly
Gliese 9547,Kraepelin City
Gliese 9547,Jacquard Hub
Gliese 9553,O'Connor City
Glusargiz,Sutter Vision
Gluskaiabal,Rodrigues Base
Gluskaiabal,Diophantus Enterprise
Gluskaiabal,Maybury's Folly
Glusu,Locke Hub
Glusu,Carpenter Orbital
Glusu,Birdseye Station
Glutia,Windt Hangar
Glutia,Powers Terminal
Gnowee,Abasheli City
Gnowee,Kelleam Port
Godharing,Kettle Dock
Godharing,Fast Freeport
Goeng Gong,Gold Vision
Goenpeiadi,Giclas Settlement
Goibniugo,Noon Orbital
Goll,MacVicar Prospect
Goller,Ban Enterprise
Goller,Shaw Port
Gomm Cail,Popovich Terminal
Gommara,Virchow Dock
Gommara,Shukor Platform
Gommat,Cayley Dock
Gondan,Cousteau Installation
Gong Gu,Kelly Dock
Goplatrugba,Dirac Horizons
Goravas,Lebesgue Enterprise
Goreo,Quick Outpost
Goreo,Alvarez de Pineda Refinery
Gorgon,Ray Hub
Gorgon,Brandenstein Station
Gorgon,Burnet City
Goudumo,Watanabe Port
Goudumo,Hickam Vision
Goudumo,Nijland City
Goudumo,McKee Plant
GQ Virginis,Ray Enterprise
GR 316,Hoyle Point
GR 316,Sucharitkul Settlement
Grabil,Cadamosto Survey
Grabil,Bailey Laboratory
Grabri,Pierce Legacy
Grabri,Hamilton Hub
Grabru,Henize Platform
Grafias,Gubarev Landing
Grafias,Fraley Ring
Gran,Balandin Horizons
Gran,Flade Prospect
Granthaimi,Parmitano Colony
Graudika,Kidd Plant
Graudika,Gustafsson Terminal
Grauie,Metcalf Refinery
Gree,Wnuk-Lipinski's Progress
Greidmarang,Tucker Prospect
Greila,Smith Terminal
Grendel,Sharma Works
Gridiuhet,Galindo Station
Gridiuhet,Macgregor Dock
Gridiuhet,Butcher Holdings
Gridiuhet,Conti Works
GT Pegasi,Bella Terminal
GT Pegasi,Foreman Settlement
Guai Shou,Bakewell Gateway
Guai Shou,Rushworth Port
Guambia,Geston Works
Guan Tun,Crouch Orbital
Guan Tun,Hartlib Settlement
Guan Tun,Teng-hui Dock
Guan Tun,Farouk Refinery
Guan Yun,Jones Installation
Guanggi,Palmer Ring
Guanggi,Hendel Port
Guanggi,Moriarty Gateway
Guanggi,Norman's Folly
Guangngel,Keeler Plant
Guangul,Blaha Station
Guangul,Poleshchuk Terminal
Guari,Vlamingh Port
Guarpulici,Reeves Refinery
Guarpulici,Goldschmidt Terminal
Guatae,Eschbach Hub
Guayambaan,Willis Station
Guayambaan,Laumer Station
Guayambaan,Chun Orbital
Guayambaan,Gann Terminal
Guayambaan,Kozin Dock
Guayambaan,Mitchell City
Guayambaan,Payne Station
Guayambaan,Fast City
Guayambaan,Zetford Holdings
Guaycurua,Hedley Dock
Guayeb,Phillpotts Prospect
Gubiakum,Keyes Plant
Gucub Baja,Van Scyoc Settlement
Gucumatassa,von Biela Port
Gucumatassa,Kojima Landing
Guede,Wiener Settlement
Guerrongal,Zillig Platform
Guerrongal,White City
Guerrongal,Barnwell Enterprise
Guguroro,Goodricke Enterprise
Guguroro,Trujillo Vision
Guguroro,Zeppelin Dock
Gugurun,Bushkov Depot
Gui Wande,Jeury's Progress
Gui Wande,Vinge Base
